"","particpate","elaboration","prefood","pregas","prebank","preretail","preother","Rfreq","mile1","mile2","mile3","mile4","basemile"
"22493",1,36,1.6935482025,0.2258063555,0,2.5967731476,2.3709659576,0,10,21,7,0,6.8870936632
"22498",1,6,1.4677410126,4.0645141602,0,0,0.3387095928,0,6,8,8,10,5.8709647656
"22500",1,5,0,0,0,0,1.3548383713,0,5,0,0,0,1.3548383713
"22512",1,47,1.129032135,3.9516124725,0,0,0.2258063555,0,0,10,13,5,5.306450963
"22517",0,0,0.451612711,0,0,0,0,0,0,0,0,0,0.451612711
"22526",1,10,0.5645160675,0,20.322570801,0,0.2258063555,0,0,119,2,6,21.112893224
"22527",0,0,10.95160675,0,0,0.451612711,0,0,4,1,3,0,11.403219461
"22531",0,0,68.19354248,0,0,0.6774191856,0.3387095928,0,50,0,2,0,69.2096712584
"22532",0,0,9.8225784302,0,1.4677410126,0,9.7096710205,0,0,49,0,10,20.9999904633
"22538",0,0,0,0,5.9838676453,0,0,0,0,6,0,0,5.9838676453
"22540",0,0,0,0,0,0.2258063555,0,0,0,0,0,0,0.2258063555
"22561",0,0,212.82250977,2.3709659576,11.62902832,0,0,0,0,0,0,29,226.8225040476
"22578",1,21,2.145160675,0,0,2.25806427,0.3387095928,0,10,3,7,9,4.7419345378
"22584",1,18,2.3709659576,0,7.4516105652,0,0.2258063555,0,117,7,15,0,10.0483828783
"22590",0,0,16.59677124,3.1612892151,0,0.451612711,0,0,23,31,2,2,20.2096731661
"22605",1,15,2.9354820251,0,0,0,0,0,2,0,2,0,2.9354820251
"22608",0,0,46.854827881,0.6774191856,43.12902832,0,0,0,1,1,253,62,90.6612753866
"22639",0,0,0,0,2.0322570801,0,0,0,0,0,4,0,2.0322570801
"22648",1,18,3.5,0,40.870941162,0,0,0,0,2,0,158,44.370941162
"22653",0,0,8.4677352905,0,0,0,0,0,1,18,19,3,8.4677352905
"22658",0,0,0.6774191856,0,1.3548383713,0,3.5,0,0,3,0,0,5.5322575569
"22662",0,0,34.774169922,0.2258063555,16.935470581,0,133.90319824,0,2,0,0,133,185.8386450985
"22664",1,11,2.9354820251,0,7.2258033752,0,0,0,21,3,12,10,10.1612854003
"22668",0,0,192.95153809,0.451612711,0,0,0,0,342,7,8,18,193.403150801
"22669",0,0,5.4193534851,0,0,0,1.3548383713,0,6,0,7,6,6.7741918564
"22674",1,17,0.3387095928,0,0,0,0,0,0,0,0,0,0.3387095928
"22696",1,20,6.0967712402,0,9.7096710205,0.1129031777,1.8064508438,0,8,11,24,19,17.7257962822
"22705",0,0,0,0.5645160675,92.467712402,0,0,0,178,0,2,0,93.0322284695
"22713",0,0,0,0.1129031777,3.6129016876,0.5645160675,0,0,0,3,0,11,4.2903209328
"22723",0,0,23.258056641,0,0,0,0,0,7,7,10,7,23.258056641
"22749",1,44,0.2258063555,0,62.09677124,0,0,0,171,1,1,2,62.3225775955
"22755",1,50,69.661254883,12.41934967,60.967712402,1.129032135,9.5967712402,0,69,372,27,15,153.7741203302
"22756",1,14,55.322570801,0.2258063555,0,0,0.9032254219,0,11,111,43,3,56.4516025784
"22757",1,14,4.1774177551,19.53225708,64.241882324,0.1129031777,0,0,215,0,4,53,88.0644603368
"22764",1,26,2.9354820251,0,2.8225803375,5.3064498901,0,0,5,0,54,4,11.0645122527
"22777",0,0,25.854827881,0.7903223038,0,0.6774191856,2.145160675,0,22,25,15,20,29.4677300454
"22788",1,20,1.4677410126,13.6612854,39.516113281,0.1129031777,0,0,0,34,42,8,54.7580428713
"22798",1,6,1.6935482025,2.9354820251,0,2.3709659576,0,0,2,2,68,3,6.9999961852
"22801",1,44,2.0322570801,0,23.709671021,0,16.935470581,0,130,175,39,0,42.6773986821
"22814",0,0,0.451612711,1.8064508438,0,0,0,0,2,2,2,1,2.2580635548
"22821",1,19,13.6612854,0,0,0,0,0,4,15,9,10,13.6612854
"22840",1,7,38.725799561,0,40.983856201,0,0,0,0,0,100,0,79.709655762
"22851",1,20,27.774185181,1.9193544388,8.2419281006,0,0,0,1,217,109,51,37.9354677204
"22854",1,17,0,0,54.306427002,0,0,0,1,0,244,0,54.306427002
"22860",1,15,0,0,64.241882324,0,4.4032249451,0,1,3,0,100,68.6451072691
"22861",1,34,13.209671021,0,16.822570801,0,0,0,0,252,0,0,30.032241822
"22865",1,47,0,0,29.354827881,0.2258063555,0.1129031777,0,15,312,98,93,29.6935374142
"22873",0,0,93.258056641,0,81.62902832,0.6774191856,0,0,319,33,10,25,175.5645041466
"22881",0,0,81.741882324,0.1129031777,0,0.451612711,0,0,9,249,2,3,82.3063982127
"22886",1,49,110.87091064,5.4193534851,30.483856201,1.2419347763,0.2258063555,0,219,103,215,355,148.2418614579
"22888",1,35,1.129032135,8.01612854,199.04833984,23.370956421,0.3387095928,0,244,3,59,76,231.9031665288
"22890",1,13,0,0,22.12902832,2.5967731476,2.8225803375,0,0,0,11,0,27.5483818051
"22902",1,23,7.7903213501,0,0.7903223038,0.451612711,31.725799561,0,55,2,58,57,40.7580559259
"22910",0,0,0.2258063555,0,0.7903223038,0,1.9193544388,0,19,0,68,2,2.9354830981
"22912",1,26,79.709655762,0,45.1612854,0,1.01612854,0,344,19,39,7,125.887069702
"22913",0,0,36.806427002,0,34.322570801,0.7903223038,0.9032254219,0,1292,66,8,35,72.8225455287
"22916",1,23,0.451612711,4.51612854,34.09677124,2.0322570801,0.2258063555,0,10,2,2,84,41.3225759266
"22922",0,0,0,2.9354820251,37.145141602,0,11.85483551,0,0,0,17,105,51.9354591371
"22923",0,0,11.62902832,0,22.467727661,0,0,0,4,0,31,17,34.096755981
"22924",1,18,5.1935462952,0.6774191856,25.967727661,0.1129031777,5.9838676453,0,6,2,2,13,37.9354639648
"22927",1,47,14.45160675,48.548370361,88.741882324,0.7903223038,2.25806427,0,238,82,42,8,154.7902460088
"22942",1,13,0.1129031777,0,0,0,0,0,0,0,0,3,0.1129031777
"22949",0,0,26.870956421,0.2258063555,39.967712402,0,0.451612711,0,0,20,80,0,67.5160878895
"22950",0,0,13.09677124,7.2258033752,56.790313721,3.8387088776,7.2258033752,0,257,33,3,1,88.177400589
"22952",0,0,58.935455322,0.2258063555,0,0,0.1129031777,0,42,2,201,0,59.2741648552
"22956",1,6,5.0806427002,0,52.5,0,166.75805664,0,26,250,31,9,224.3386993402
"22960",1,39,2.3709659576,5.75806427,18.854827881,0.2258063555,0,0,207,2,8,15,27.2096644641
"22967",1,29,6.5483856201,0,0,0,0,0,14,0,101,0,6.5483856201
"22971",1,19,5.4193534851,0,0,0,0,0,2,2,3,3,5.4193534851
"22990",1,19,8.4677352905,0.6774191856,78.69354248,10.61289978,13.54838562,0,190,288,10,5,111.9999823561
"22991",0,0,55.435455322,2.5967731476,96.870910645,0,0,0,4,2,318,160,154.9031391146
"23019",0,0,51.145141602,0,88.177368164,0,20.322570801,0,112,22,90,20,159.645080567
"23029",0,0,15.91934967,4.0645141602,99.580627441,0,0,0,37,58,2,86,119.5644912712
"23034",1,39,0.1129031777,5.1935462952,37.59677124,0.2258063555,0,0,25,164,3,4,43.1290270684
"23036",0,0,35,2.25806427,0,0,0,0,7,0,36,4,37.25806427
"23038",1,24,0,1.01612854,72.596740723,1.01612854,0.5645160675,0,0,145,0,2,75.1935138705
"23039",1,19,9.25806427,0.451612711,72.370910645,0.451612711,0,0,142,0,1,19,82.532200337
"23041",1,17,0.1129031777,1.6935482025,55.887084961,0.1129031777,1.2419347763,10,0,155,10,0,59.0483742952
"23055",0,0,15.01612854,0,0,0,0.3387095928,0,0,3,2,0,15.3548381328
"23056",0,0,0,0.2258063555,47.19354248,0,0,2,386,38,9,0,47.4193488355
"23078",0,0,1.129032135,0,0,0,0.5645160675,0,0,0,4,8,1.6935482025
"23090",0,0,21.11289978,9.8225784302,14.225799561,1.8064508438,1.129032135,0,40,16,53,2,48.09676075
"23092",0,0,11.741928101,0,18.51612854,0.1129031777,5.645160675,0,0,109,1,0,36.0161204937
"23093",1,10,8.5806427002,0,0,0,0,0,0,0,0,54,8.5806427002
"23099",1,5,353.38696289,0,50.806427002,1.01612854,12.87096405,0,53,625,1,923,418.080482482
"23114",0,0,0.1129031777,0,2.0322570801,0.3387095928,0,0,0,0,8,2,2.4838698506
"23117",1,18,0,0,10.725799561,0,0,0,0,26,0,0,10.725799561
"23118",1,31,28.67741394,0,5.3064498901,0,0,0,30,149,1,20,33.9838638301
"23119",1,10,3.5,0,35.225799561,0,3.6129016876,0,439,5,77,0,42.3387012486
"23122",0,0,0,3.8387088776,141.58056641,0,3.1612892151,0,2,11,444,14,148.5805645027
"23133",0,0,79.483825684,0.3387095928,200.74182129,0,151.96765137,0,0,9,175,161,432.5320079368
"23135",1,15,110.19354248,0,11.17741394,1.3548383713,0.2258063555,0,139,24,4,140,122.9516011468
"23137",0,0,35.338684082,4.8548355103,5.4193534851,0,0,0,37,11,7,66,45.6128730774
"23149",0,0,104.88708496,0,0,0,0,0,105,0,170,92,104.88708496
"23153",0,0,16.935470581,1.2419347763,40.419342041,0,2.8225803375,0,63,536,45,14,61.4193277358
"23160",1,17,0.1129031777,5.1935462952,17.04838562,0.451612711,1.8064508438,0,81,0,0,0,24.6128986477
"23164",1,18,24.61289978,0,32.967712402,0.3387095928,0,0,46,0,15,5,57.9193217748
"23177",1,30,16.14515686,0.2258063555,3.5,0,0,0,1,18,38,13,19.8709632155
"23180",0,0,18.967727661,4.2903213501,0,0,0,0,19,7,16,7,23.2580490111
"23181",1,14,147.33862305,8.5806427002,27.209671021,0,1.4677410126,0,3,72,22,300,184.5966777838
"23184",1,20,7.4516105652,0.2258063555,37.145141602,0.2258063555,0.2258063555,0,15,172,0,2,45.2741712337
"23194",0,0,51.483856201,0.6774191856,59.612884521,0.2258063555,8.8064498901,0,60,374,54,49,120.8064161532
"23211",0,0,51.145141602,1.5806446075,45.951599121,0.2258063555,0.451612711,0,52,0,301,321,99.354804397
"23217",0,0,0.451612711,0.2258063555,0,0,1.5806446075,0,2,3,4,6,2.258063674
"23224",1,22,25.741928101,0,9.0322570801,0.6774191856,0.5645160675,0,72,2,59,30,36.0161204342
"23227",1,26,3.6129016876,4.51612854,103.75805664,0,0,0,0,2,1,0,111.8870868676
"23234",1,23,0.1129031777,0,0,0,0,0,0,0,0,0,0.1129031777
"23237",1,27,35,0.2258063555,1.8064508438,0,2.25806427,0,27,3,0,3,39.2903214693
"23239",1,20,8.6935424805,0,21.903213501,1.4677410126,6.3225784302,0,110,4,119,0,38.3870754243
"23246",1,2,1.5806446075,0.7903223038,0,0.2258063555,0.3387095928,0,1,1,3,4,2.9354828596
"23249",1,20,0.1129031777,0,45.387084961,0.2258063555,0,0,0,0,0,268,45.7257944942
"23251",0,0,51.59677124,1.129032135,0,0.1129031777,0,0,28,29,53,36,52.8387065527
"23263",1,27,3.387096405,0,12.30644989,3.9516124725,0,0,14,126,7,3,19.6451587675
"23278",1,13,0.9032254219,0.9032254219,0,0,0.2258063555,0,0,0,0,1,2.0322571993
"23280",1,50,4.4032249451,7.7903213501,73.048339844,0.1129031777,0.2258063555,0,4,12,25,279,85.5805956724
"23293",0,0,27.887084961,0,0,1.129032135,0.3387095928,0,4,0,2,61,29.3548266888
"23297",0,0,11.51612854,0.6774191856,11.967735291,0,0,0,30,89,51,2,24.1612830166
"23300",1,28,18.967727661,0.2258063555,33.870941162,1.5806446075,0,0,0,8,96,7,54.645119786
"23302",1,8,112.67736816,0,45.387084961,0,0,0,22,214,2,21,158.064453121
"23303",0,0,39.290313721,0.7903223038,0,1.2419347763,27.887084961,0,5,24,12,7,69.2096557621
"23305",1,19,184.59667969,0.2258063555,9.0322570801,0.5645160675,1.6935482025,0,307,340,75,269,196.1128073956
"23317",0,0,40.080627441,0,39.177398682,0,0,0,38,5,26,4,79.258026123
"23335",1,19,74.741882324,3.6129016876,63.56451416,0,0.1129031777,0,15,22,255,0,142.0322013493
"23341",0,0,3.2741928101,9.1451568604,0,0,1.01612854,0,36,100,3,5,13.4354782105
"23342",0,0,0.451612711,0,10.95160675,0,0,0,61,0,0,0,11.403219461
"23344",0,0,0,0,48.887084961,0,1.4677410126,0,40,91,23,0,50.3548259736
"23346",0,0,4.2903213501,0.1129031777,0,0,0.1129031777,0,3,0,13,3,4.5161277055
"23353",1,1,0.3387095928,0,0,0,0,0,1,0,0,0,0.3387095928
"23367",0,0,41.322570801,0.451612711,31.1612854,0.451612711,6.887096405,0,23,55,547,1,80.274178028
"23402",1,25,40.080627441,32.177398682,130.06445313,0.3387095928,11.29032135,0,73,176,14,739,213.9515101958
"23403",0,0,68.080627441,0,28.451599121,0,0.5645160675,0,54,6,136,9,97.0967426295
"23406",1,10,6.3225784302,0,30.03225708,0.2258063555,0.3387095928,0,0,99,21,0,36.9193514585
"23413",0,0,19.983856201,0,21,0.9032254219,0,0,0,0,1,56,41.8870816229
"23420",0,0,10.04838562,1.3548383713,0,0,0.3387095928,0,21,7,10,8,11.7419335841
"23429",1,11,2.3709659576,0,0,0,0,0,21,0,1,0,2.3709659576
"23431",1,8,28.451599121,0,0,0,0,0,0,105,0,123,28.451599121
"23433",0,0,2.8225803375,0,2.4838695526,0,0,0,0,14,2,4,5.3064498901
"23434",1,22,44.709655762,0.6774191856,32.854827881,0.9032254219,0,0,13,2,38,11,79.1451282505
"23435",1,3,77.790283203,0,8.4677352905,0.3387095928,8.4677352905,0,427,147,88,0,95.0644633768
"23439",0,0,0.1129031777,0.3387095928,0,2.5967731476,0,0,0,18,0,0,3.0483859181
"23449",0,0,126.45159912,1.8064508438,70,0,0.3387095928,22,0,34,533,778,198.5967595566
"23450",1,16,0.1129031777,0.9032254219,39.177398682,0,0,0,148,3,51,2,40.1935272816
"23460",0,0,0.1129031777,0,1.129032135,0,0.2258063555,0,0,1,0,0,1.4677416682
"23468",0,0,0,0,0,0,7.4516105652,0,18,21,18,4,7.4516105652
"23474",0,0,25.403213501,0.6774191856,0,0.9032254219,0,0,2,1,2,16,26.9838581085
"23482",0,0,3.387096405,0,0,0,0,0,0,0,1,0,3.387096405
"23483",0,0,25.06451416,0,0,0,0,0,3,3,2,4,25.06451416
"23492",0,0,28.790313721,1.129032135,16.822570801,0,0,0,26,3,3,0,46.741916657
"23494",1,8,7.7903213501,2.5967731476,58.59677124,0,0.2258063555,0,35,890,24,1,69.2096720932
"23499",0,0,3.0483856201,4.1774177551,64.69354248,1.8064508438,0,0,17,46,128,46,73.725796699
"23509",1,28,29.467727661,0.451612711,0.9032254219,0,1.9193544388,0,76,23,24,2,32.7419202327
"23513",0,0,0,0.1129031777,0,0,4.8548355103,0,0,1,2,0,4.967738688
"23517",1,11,2.0322570801,0.2258063555,13.6612854,0.6774191856,0.3387095928,0,1,3,51,2,16.935477614
"23531",1,0,2.9354820251,0.9032254219,22.01612854,0,5.645160675,0,0,176,4,50,31.499996662
"23536",1,14,143.27416992,11.51612854,190.80639648,0.2258063555,0,0,88,52,848,117,345.8225012955
"23540",0,0,39.967712402,0,7.9032249451,0.1129031777,0,0,20,84,71,4,47.9838405248
"23548",1,49,4.629032135,7.1128997803,69.774169922,0.1129031777,0.1129031777,0,3,7,415,0,81.7419081927
"23560",1,21,82.983825684,0,0,1.01612854,1.129032135,0,18,32,0,151,85.128986359
"23574",1,7,92.467712402,0.6774191856,42.451599121,0,0,0,3,176,13,0,135.5967307086
"23578",1,30,15.01612854,0,7.2258033752,0,0,0,9,0,0,0,22.2419319152
"23583",0,0,16.59677124,0,18.403213501,0,0,0,4,24,68,61,34.999984741
"23607",1,28,3.8387088776,1.2419347763,7.3387069702,69.774169922,8.4677352905,0,31,0,46,0,90.6612558366
"23609",1,10,28.225799561,6.2096748352,61.645141602,0.2258063555,0,0,178,2,70,84,96.3064223537
"23613",0,0,62.322570801,1.01612854,80.048339844,0,12.983863831,0,32,150,0,0,156.370903016
"23614",0,0,3.0483856201,0,7.4516105652,0,0.2258063555,0,20,0,3,0,10.7258025408
"23615",1,9,1.4677410126,1.01612854,0,8.1290283203,0,0,3,43,49,2,10.6128978729
"23618",1,1,2.8225803375,6.0967712402,37.709655762,0,6.7741928101,0,131,3,3,3,53.4032001498
"23621",0,0,63.338684082,9.1451568604,0.9032254219,0,0,0,47,0,31,18,73.3870663643
"23625",1,18,34.887084961,0.2258063555,5.8709640503,0,0,0,39,0,0,0,40.9838553668
"23627",1,19,28.67741394,0,45.274169922,0.5645160675,0,0,0,23,6,10,74.5160999295
"23630",0,0,2.3709659576,0,21.67741394,0,0,0,40,10,0,0,24.0483798976
"23631",0,0,83.661254883,0,38.838684082,0.7903223038,0,0,173,0,129,1,123.2902612688
"23640",1,43,0.3387095928,4.1774177551,26.870956421,0,0,0,0,15,0,0,31.3870837689
"23647",1,18,0.1129031777,0,1.3548383713,0,0.2258063555,0,0,0,0,3,1.6935479045
"23652",0,0,3.2741928101,0.3387095928,24.274185181,0.1129031777,0,0,13,6,12,13,27.9999907616
"23658",0,0,28.225799561,0,0.5645160675,0,0.6774191856,1,3,1,70,0,29.4677348141
"23665",0,0,112.90319824,0,0,0.3387095928,1.4677410126,0,12,0,220,302,114.7096488454
"23667",0,0,0,0,43.467712402,0,5.1935462952,0,0,192,0,9,48.6612586972
"23668",1,20,29.919342041,2.4838695526,0,0.9032254219,0,0,203,9,7,16,33.3064370155
"23686",0,0,0.7903223038,0,0,0,0,0,37,0,2,7,0.7903223038
"23689",1,24,19.758056641,0,0.2258063555,0,0,0,29,0,5,6,19.9838629965
"23696",0,0,41.09677124,1.129032135,0,0.1129031777,0.1129031777,0,1,2,63,1,42.4516097304
"23702",0,0,95.967712402,0.451612711,0,0,0.451612711,0,82,56,59,56,96.870937824
"23703",0,0,55.322570801,0,0.2258063555,0,0.3387095928,0,3,141,121,14,55.8870867493
"23704",0,0,0.7903223038,1.129032135,0,0,0,0,6,0,0,1,1.9193544388
"23705",0,0,24.274185181,0,0,0,0,19,58,5,14,47,24.274185181
"23710",1,13,13.209671021,2.0322570801,0,0,0.451612711,0,1,106,0,5,15.6935408121
"23714",0,0,17.951599121,0.5645160675,0,3.8387088776,0,0,0,2,35,2,22.3548240661
"23722",0,0,44.258056641,16.03225708,50.354827881,0.3387095928,0,0,131,21,31,4,110.9838511948
"23723",0,0,1.3548383713,0,27.322570801,0.9032254219,0,0,4,1,73,0,29.5806345942
"23735",0,0,161.22570801,0,0,0,0,0,154,529,173,226,161.22570801
"23743",0,0,124.08062744,7.9032249451,0,0,0,0,242,314,33,0,131.9838523851
"23744",0,0,116.74188232,0.2258063555,0,0.451612711,0,0,310,11,169,67,117.4193013865
"23747",0,0,1.9193544388,0,0,0,0,0,3,4,22,1,1.9193544388
"23748",1,14,0.1129031777,0,10.1612854,0.5645160675,0,0,0,0,8,3,10.8387046452
"23758",1,28,0,0,0.1129031777,0,6.7741928101,0,0,0,30,0,6.8870959878
"23768",1,26,6.4354820251,4.4032249451,134.35473633,3.6129016876,22.5806427,0,1078,5,3,16,171.3869876878
"23773",1,17,33.758056641,1.8064508438,10.5,0,0,0,2,5,52,2,46.0645074848
"23783",0,0,74.62902832,0,17.387084961,6.2096748352,2.9354820251,0,140,4,25,1,101.1612701413
"23794",1,37,16.03225708,0,0,0.1129031777,4.1774177551,0,30,0,57,1,20.3225780128
"23796",0,0,11.967735291,0,8.8064498901,0,0,0,49,0,1,0,20.7741851811
"23797",1,11,30.14515686,9.8225784302,37.370941162,0,0,0,2,150,2,2,77.3386764522
"23801",1,31,12.19354248,3.6129016876,20.54838562,0,0.6774191856,0,0,1,207,3,37.0322489732
"23805",0,0,29.919342041,0.2258063555,0,0,0,0,53,52,28,53,30.1451483965
"23807",1,23,94.951599121,0.3387095928,4.4032249451,0.2258063555,85.016113281,0,16,281,30,180,184.9354532954
"23810",1,2,107.8225708,0,3.9516124725,43.806427002,0,0,75,113,11,138,155.5806102745
"23814",1,15,104.09674072,0.7903223038,123.40319824,0.9032254219,1.6935482025,0,86,34,11,559,230.8870348882
"23821",0,0,0.6774191856,1.3548383713,22.919342041,1.01612854,1.01612854,0,4,21,137,0,26.9838566779
"23823",1,31,64.241882324,0,0,0.451612711,0,0,0,52,3,0,64.693495035
"23831",1,13,25.741928101,0,1.3548383713,0,0.451612711,0,5,8,2,0,27.5483791833
"23835",0,0,3.387096405,1.5806446075,63.225799561,0.1129031777,4.9677391052,0,153,35,101,6,73.2741828564
"23848",0,0,0,0.6774191856,17.951599121,0,0,0,0,5,2,1,18.6290183066
"23849",0,0,23.822570801,5.1935462952,82.870910645,3.2741928101,0.3387095928,0,296,9,159,169,115.4999301441
"23851",0,0,16.59677124,4.0645141602,38.387084961,0.451612711,5.1935462952,0,141,9,112,7,64.6935293674
"23855",0,0,4.51612854,0,18.51612854,0,0.2258063555,0,2,16,70,8,23.2580634355
"23856",0,0,0,0,19.983856201,0,0,0,0,0,22,43,19.983856201
"23860",0,0,43.806427002,0.2258063555,0,0.6774191856,0,12,33,102,12,25,44.7096525431
"23862",0,0,4.9677391052,2.7096767426,0,0,1.8064508438,0,53,16,32,15,9.4838666916
"23865",1,9,5.5322570801,0,32.741912842,0,0,0,0,126,22,7,38.2741699221
"23878",0,0,1.129032135,0,136.16125488,0.2258063555,1.129032135,0,3,495,5,60,138.6451255055
"23884",1,4,3.5,3.2741928101,24.725799561,0,3.8387088776,0,17,40,2,2,35.3387012487
"23896",0,0,0.1129031777,0,0,0,0,0,0,1,1,0,0.1129031777
"23900",0,0,11.967735291,0.1129031777,87.048339844,0,4.9677391052,0,128,13,9,388,104.0967174179
"23904",1,2,12.53225708,1.01612854,2.8225803375,0,0,0,12,9,9,3,16.3709659575
"23911",1,21,0.1129031777,0,0,0.1129031777,0,0,0,1,0,7,0.2258063554
"23921",0,0,48.774169922,0,21.790313721,0,0,0,34,26,94,44,70.564483643
"23927",1,17,122.5,0,0,0,0,0,1168,2,5,0,122.5
"23929",1,25,0.5645160675,0,0,1.9193544388,0,0,2,1,3,18,2.4838705063
"23930",0,0,0.5645160675,0,9.0322570801,0.2258063555,0,0,43,0,0,0,9.8225795031
"23933",1,19,4.51612854,0,36.467712402,0,5.1935462952,0,2,2,3,208,46.1773872372
"23934",1,27,0.3387095928,0,37.03225708,5.9838676453,0.1129031777,0,85,8,50,17,43.4677374958
"23945",1,3,0,0,0,0,0.2258063555,0,0,2,0,2,0.2258063555
"23951",1,29,1.8064508438,0,5.1935462952,0,0.451612711,0,35,15,0,0,7.45160985
"23952",1,7,0.1129031777,0,10.04838562,0.1129031777,0,0,0,18,0,32,10.2741919754
"23953",0,0,23.59677124,0.9032254219,2.0322570801,0.1129031777,2.3709659576,0,11,0,26,0,29.0161228773
"23962",1,22,99.580627441,0,8.01612854,1.2419347763,7.2258033752,0,832,1,15,0,116.0644941325
"23977",0,0,39.516113281,8.9193496704,220.5,3.2741928101,47.53225708,0,56,131,0,714,319.7419128415
"23983",0,0,22.919342041,10.725799561,0,2.3709659576,0,1,2,3,80,116,36.0161075596
"23996",0,0,7.5645141602,11.06451416,0,0,0.2258063555,0,4,2,115,0,18.8548346757
"23997",0,0,6.7741928101,1.2419347763,0,0,0,0,1,37,5,2,8.0161275864
"24002",0,0,17.61289978,1.01612854,10.27419281,0.3387095928,0,0,7,36,13,64,29.2419307228
"24006",0,0,21.338699341,0,29.5806427,0,7.3387069702,0,148,0,8,56,58.2580490112
"24010",0,0,58.370941162,3.387096405,8.6935424805,0,1.6935482025,0,0,68,51,227,72.14512825
"24014",0,0,20.887084961,1.4677410126,43.919342041,0,0,0,3,158,22,21,66.2741680146
"24023",0,0,0,0,5.3064498901,0,0,0,0,33,1,0,5.3064498901
"24024",0,0,27.6612854,0,4.8548355103,0,0,0,53,0,9,0,32.5161209103
"24025",1,55,1.129032135,0,1.4677410126,0,1.129032135,0,10,0,2,18,3.7258052826
"24049",0,0,14.225799561,0,0,0,3.5,0,56,0,2,7,17.725799561
"24057",1,33,82.419311523,0,21.225799561,0,0,0,27,36,114,140,103.645111084
"24058",0,0,0,0,0,0,0.6774191856,0,0,0,0,0,0.6774191856
"24065",1,17,16.14515686,5.1935462952,26.53225708,1.8064508438,1.6935482025,0,52,31,15,15,51.3709592815
"24069",0,0,4.0645141602,1.8064508438,5.75806427,0,0,0,34,113,3,0,11.629029274
"24074",1,15,0.1129031777,45.274169922,0,0,1.01612854,0,16,105,8,3,46.4032016397
"24077",1,26,14.11289978,0,0,0,0,0,37,0,2,0,14.11289978
"24078",1,52,1.2419347763,0,40.870941162,5.75806427,0,0,276,1,4,0,47.8709402083
"24083",1,12,54.419342041,0,18.403213501,0.5645160675,0.2258063555,0,0,9,216,10,73.612877965
"24085",0,0,69.209655762,5.8709640503,34.548370361,0.1129031777,3.7258052826,0,11,216,9,18,113.4676986336
"24101",1,46,49.451599121,2.25806427,44.709655762,0,0.9032254219,0,67,254,3,108,97.3225445749
"24105",0,0,6.5483856201,0,42.677398682,0.5645160675,0.7903223038,0,13,26,923,3,50.5806226734
"24127",0,0,5.8709640503,0.5645160675,0,0,0,0,3,18,1,1,6.4354801178
"24128",1,10,28.56451416,0,40.983856201,0,0,0,45,1,83,1,69.548370361
"24136",0,0,13.43547821,0,50.919342041,1.01612854,7.5645141602,0,1,61,13,0,72.9354629512
"24158",0,0,0.7903223038,0.7903223038,0,0,0,0,11,13,2,1,1.5806446076
"24161",1,22,21,0.2258063555,0,0,0,0,3,1,25,0,21.2258063555
"24171",0,0,0,0,0,0.9032254219,0.2258063555,0,0,0,1,0,1.1290317774
"24176",0,0,0.451612711,0,0,0,0,0,0,1,0,0,0.451612711
"24193",0,0,18.06451416,0.6774191856,0,0,2.7096767426,0,2,7,2,0,21.4516100882
"24196",0,0,0.2258063555,0.2258063555,30.935470581,0,0.2258063555,0,2,72,4,0,31.6128896475
"24221",1,29,60.403198242,0,0,0,0,0,1,0,1,74,60.403198242
"24230",0,0,13.09677124,2.4838695526,13.43547821,0,0,0,76,0,0,2,29.0161190026
"24234",1,6,19.758056641,0,6.2096748352,3.1612892151,0,0,4117,7,0,0,29.1290206913
"24235",0,0,0.5645160675,0,0,0.1129031777,21.903213501,0,3,11,53,6,22.5806327462
"24242",1,26,165.62902832,1.01612854,153.32250977,0.3387095928,0,0,5,94,149,542,320.3063762228
"24249",1,2,177.9354248,0.1129031777,95.290283203,0,0.1129031777,0,514,136,156,0,273.4515143584
"24251",1,12,39.290313721,0,5.9838676453,0,1.9193544388,0,6,102,12,28,47.1935358051
"24253",1,21,0.1129031777,0.6774191856,0.2258063555,0,2.9354820251,0,0,0,0,1,3.9516107439
"24258",0,0,11.741928101,9.9354782104,28.790313721,0,0,0,424,0,0,0,50.4677200324
"24260",0,0,2.0322570801,3.7258052826,4.2903213501,0,0,0,8,4,5,0,10.0483837128
"24268",0,0,11.29032135,2.145160675,52.612884521,0.1129031777,13.09677124,0,281,0,1,2,79.2580409637
"24269",0,0,5.4193534851,29.01612854,17.274185181,0.1129031777,0.3387095928,0,200,8,16,10,52.1612799766
"24282",0,0,12.75806427,0,44.258056641,0,0,0,7,14,0,7,57.016120911
"24298",1,45,38.1612854,6.7741928101,0,0.451612711,0.2258063555,0,7,29,5,8,45.6128972766
"24309",1,9,31.1612854,0,44.483856201,0,0.7903223038,0,6,126,200,4,76.4354639048
