"","particpate","elaboration","prefood","pregas","prebank","preretail","preother","Rfreq","mile1","mile2","mile3","mile4","basemile"
"87847",1,21,0.5645160675,0,2.145160675,0.1129031777,0,0,17,2,0,0,2.8225799202
"87848",1,9,1.2419347763,0,5.645160675,0,0,0,1,138,0,0,6.8870954513
"87849",1,7,0,0.5645160675,0,2.8225803375,0,0,0,1,30,1,3.387096405
"87856",1,41,1.5806446075,22.241928101,0,0,0,0,22,16,11,1,23.8225727085
"87878",0,0,9.7096710205,0,0,0,0,0,3,0,0,0,9.7096710205
"87892",1,7,0,0.2258063555,17.61289978,0,0,0,0,125,0,7,17.8387061355
"87897",0,0,14.11289978,0.2258063555,0,0.1129031777,0,0,1,1,1,0,14.4516093132
"87902",1,0,0.2258063555,0,0,0,0.5645160675,0,0,0,0,2,0.790322423
"87903",0,0,0,0,0,0,0.1129031777,0,0,0,0,0,0.1129031777
"87904",0,0,0,0.6774191856,0,0,0.451612711,0,0,0,0,0,1.1290318966
"87913",1,7,0,1.3548383713,2.5967731476,0,0.2258063555,0,0,15,2,66,4.1774178744
"87922",1,37,14.11289978,7.7903213501,0,0,0,0,83,7,0,1,21.9032211301
"87923",1,20,2.5967731476,0,0,0,0,0,0,15,0,0,2.5967731476
"87924",0,0,1.5806446075,0,0,0,0,0,0,1,9,0,1.5806446075
"87936",0,0,4.0645141602,0.451612711,39.967712402,0,0,0,13,14,5,2,44.4838392732
"87942",0,0,1.4677410126,0,0,0,0,0,0,18,2,0,1.4677410126
"87952",0,0,8.8064498901,0,11.06451416,0,0,0,31,1,2,9,19.8709640501
"87959",0,0,0.3387095928,0,0,0,0,0,0,0,0,0,0.3387095928
"87972",1,11,2.3709659576,3.1612892151,0,0,1.129032135,0,0,3,4,1,6.6612873077
"87974",1,17,28.903213501,0.7903223038,0,0,2.145160675,0,33,117,82,6,31.8386964798
"87978",1,27,0,1.4677410126,0,0,0.2258063555,0,1,2,1,0,1.6935473681
"87983",0,0,0.451612711,0,0,0,0.451612711,0,0,0,0,0,0.903225422
"87997",0,0,0,1.3548383713,6.3225784302,0,0,0,34,1,0,25,7.6774168015
"88001",0,0,9.25806427,0,0,0,0,0,19,12,8,18,9.25806427
"88003",1,45,0.1129031777,0,0,0.451612711,0.451612711,0,0,20,0,10,1.0161285997
"88015",0,0,0,0.3387095928,0,0,17.725799561,0,1,0,0,1,18.0645091538
"88025",1,27,0.2258063555,0,10.27419281,1.3548383713,7.5645141602,0,45,0,1,0,19.419351697
"88030",1,20,34.887084961,2.25806427,0,0,0,0,135,0,19,1,37.145149231
"88048",1,6,0.3387095928,0.6774191856,22.919342041,0.3387095928,2.145160675,0,32,3,10,5,26.4193410872
"88049",0,0,3.0483856201,0.451612711,3.1612892151,0.2258063555,0,0,13,0,0,2,6.8870939017
"88071",1,42,23.258056641,0,0,13.6612854,0,0,0,0,4,6,36.919342041
"88100",0,0,51.483856201,0.2258063555,0,0.7903223038,0.451612711,0,125,0,37,23,52.9515975713
"88104",1,19,1.01612854,0.2258063555,0.9032254219,0,0,0,0,0,32,43,2.1451603174
"88108",0,0,0.9032254219,1.2419347763,0,0,0,0,3,2,2,0,2.1451601982
"88113",1,43,0,0.451612711,0.6774191856,0,0,0,2,0,0,2,1.1290318966
"88135",1,15,184.82250977,0,0,35.112884521,0,0,88,230,35,250,219.935394291
"88141",0,0,0,0,3.7258052826,0,3.9516124725,0,0,3,10,0,7.6774177551
"88171",0,0,25.854827881,0,0,0,0.1129031777,0,84,11,19,24,25.9677310587
"88182",0,0,3.9516124725,1.8064508438,0,0,0,0,0,1,1,3,5.7580633163
"88185",0,0,3.0483856201,0,7,0,0,0,17,1,5,2,10.0483856201
"88197",0,0,33.306427002,0,0,0,0.1129031777,0,1,52,0,0,33.4193301797
"88200",1,14,0.6774191856,0,0,0,0.2258063555,0,3,0,0,1,0.9032255411
"88202",1,41,4.9677391052,0.3387095928,0,0,1.3548383713,0,0,0,6,0,6.6612870693
"88210",1,15,22.69354248,24.387084961,9.9354782104,0.1129031777,0,0,11,19,175,4,57.1290088291
"88220",1,20,7.9032249451,0,0,1.3548383713,2.9354820251,0,5,6,3,7,12.1935453415
"88226",1,19,2.9354820251,0.9032254219,0,0,0.451612711,0,1,32,0,21,4.290320158
"88227",1,14,0,23.59677124,26.306442261,0,0,0,7,0,127,0,49.903213501
"88233",0,0,1.5806446075,1.5806446075,1.5806446075,0,0,0,0,9,5,0,4.7419338225
"88234",0,0,4.629032135,0.2258063555,0,0,1.3548383713,0,1,1,5,2,6.2096768618
"88251",1,26,0.6774191856,0.2258063555,0.451612711,7.4516105652,0,0,0,6,1,4,8.8064488173
"88266",1,46,0.9032254219,0,0,0,0,0,0,0,0,0,0.9032254219
"88271",1,3,0,0,7,0,1.129032135,0,5,0,0,0,8.129032135
"88275",0,0,0.7903223038,0,7.4516105652,0,3.8387088776,0,17,14,1,0,12.0806417466
"88277",1,6,0.1129031777,0.2258063555,7.6774177551,0.451612711,6.7741928101,0,0,138,31,0,15.2419328094
"88303",1,26,19.306442261,0,0,2.25806427,0.451612711,0,1,66,391,381,22.016119242
"88351",0,0,2.7096767426,0.6774191856,0,0,0,0,0,2,9,0,3.3870959282
"88379",1,11,0.7903223038,0.7903223038,0,0.2258063555,0,0,1,1,6,2,1.8064509631
"88390",0,0,9.1451568604,1.6935482025,0,0,0,0,25,8,8,15,10.8387050629
"88422",0,0,0.451612711,0.5645160675,0,0,0,0,5,0,0,3,1.0161287785
"88469",0,0,6.2096748352,4.0645141602,0,0,0,0,1,5,38,39,10.2741889954
"88472",0,0,5.3064498901,1.3548383713,0,0.1129031777,0,0,8,0,11,2,6.7741914391
"88474",0,0,1.8064508438,0.7903223038,0,0,0,0,0,2,0,17,2.5967731476
"88479",1,15,0,0,6.887096405,0,0.9032254219,0,12,0,0,0,7.7903218269
"88485",0,0,12.87096405,0.9032254219,0,0,0,0,3,0,2,2,13.7741894719
"88490",0,0,0,1.2419347763,0,0,0,0,0,0,0,0,1.2419347763
"88501",1,12,0.3387095928,0,1.3548383713,0,0,0,0,88,0,0,1.6935479641
"88514",0,0,6.6612892151,0.2258063555,7.2258033752,0,0,0,24,0,1,0,14.1128989458
"88515",0,0,3.5,0,24.61289978,0,0,0,4,1,58,42,28.11289978
"88517",1,15,0,0.9032254219,2.0322570801,0,0.2258063555,0,10,4,0,0,3.1612888575
"88521",1,45,4.51612854,0,0.7903223038,0,0,0,15,14,6,13,5.3064508438
"88545",1,13,3.387096405,0,0,0,3.9516124725,0,26,0,31,6,7.3387088775
"88554",0,0,23.370956421,0,0,0,0,0,9,26,45,123,23.370956421
"88561",0,0,2.4838695526,0,0,0,0,0,0,0,2,10,2.4838695526
"88578",0,0,7.6774177551,0,0,0.2258063555,0.7903223038,0,10,3,3,3,8.6935464144
"88598",0,0,0,0,0.7903223038,0,0,0,0,0,0,39,0.7903223038
"88605",0,0,6.4354820251,0,0,1.3548383713,0,0,3,9,11,5,7.7903203964
"88613",1,23,6.6612892151,0,0,3.6129016876,0,0,18,2,11,14,10.2741909027
"88615",1,9,8.2419281006,0,0,0,0,0,0,14,8,0,8.2419281006
"88617",1,16,0.451612711,0,0,0,0,0,0,0,0,0,0.451612711
"88623",1,9,2.8225803375,0.3387095928,19.53225708,0,0,0,10,62,10,3,22.6935470103
"88630",1,18,0,0.2258063555,0,0,0,0,1,0,0,0,0.2258063555
"88634",0,0,0,0,0,0.2258063555,0,0,0,0,0,0,0.2258063555
"88635",1,47,0,0,23.59677124,0,0,0,25,0,20,0,23.59677124
"88651",1,48,0,0,2.8225803375,0.3387095928,0,0,0,0,75,0,3.1612899303
"88654",1,4,23.370956421,0.451612711,0,0,0,0,3,9,9,0,23.822569132
"88657",1,4,1.8064508438,0.2258063555,0,0,0,0,20,1,3,0,2.0322571993
"88659",1,13,2.9354820251,0.6774191856,11.741928101,0.451612711,4.4032249451,0,2,119,9,1,20.2096669678
"88664",1,42,6.887096405,0,1.6935482025,0,1.5806446075,0,12,0,0,9,10.161289215
"88669",1,3,0.3387095928,0,25.06451416,0,0.451612711,0,3,39,2,0,25.8548364638
"88680",0,0,0.1129031777,0,7.2258033752,0,0,0,0,14,0,0,7.3387065529
"88692",1,23,31.951599121,0,0,0,0,0,1,1,2,68,31.951599121
"88696",1,19,6.3225784302,4.629032135,0,0,1.8064508438,0,0,6,10,27,12.758061409
"88699",0,0,4.1774177551,0,0,0,0,0,0,2,0,0,4.1774177551
"88701",0,0,1.01612854,0,2.7096767426,0,0,0,10,4,0,0,3.7258052826
"88702",1,26,0.451612711,0.6774191856,0,0,0,0,1,1,1,1,1.1290318966
"88709",0,0,0.6774191856,0,67.290283203,5.9838676453,0,0,35,5,11,2,73.9515700339
"88710",0,0,3.8387088776,0,0,0,1.129032135,0,0,8,0,1,4.9677410126
"88728",0,0,1.129032135,4.0645141602,0,0.1129031777,0.2258063555,0,10,8,2,5,5.5322558284
"88731",0,0,0,0,2.8225803375,0,0,0,18,0,0,0,2.8225803375
"88753",1,17,15.35483551,0,0,0,0,0,0,6,0,10,15.35483551
"88756",1,31,13.88709259,1.01612854,0,0,0.5645160675,0,3,1,7,2,15.4677371975
"88757",1,0,49.451599121,0,0,2.3709659576,0.5645160675,0,161,177,60,13,52.3870811461
"88778",0,0,0.2258063555,1.8064508438,19.53225708,3.2741928101,0,0,2,27,2,3,24.8387070894
"88787",0,0,2.0322570801,0,0,0,0,0,0,0,0,0,2.0322570801
"88796",0,0,0,0.6774191856,5.4193534851,0,0,0,0,4,1,1,6.0967726707
"88803",1,11,0.7903223038,0.451612711,0,0,0,0,1,61,29,3,1.2419350148
"88806",1,26,2.7096767426,0,1.4677410126,0,0,0,9,10,5,1,4.1774177552
"88815",1,42,6.7741928101,6.5483856201,0,0,0.2258063555,0,0,2,0,15,13.5483847857
"88837",1,24,2.3709659576,6.7741928101,0,0.451612711,0,0,5,13,20,4,9.5967714787
"88838",0,0,1.9193544388,0,0,0,0,0,2,19,3,3,1.9193544388
"88850",0,0,3.8387088776,3.8387088776,0,0.1129031777,0,0,2,4,4,7,7.7903209329
"88865",1,19,0,3.1612892151,7,0,0,0,0,30,4,0,10.1612892151
"88869",0,0,1.6935482025,0,0,0,0,0,2,0,0,0,1.6935482025
"88904",1,14,0.2258063555,6.0967712402,20.09677124,0.451612711,1.129032135,0,12,54,0,2,27.9999936817
"88905",1,14,1.2419347763,12.41934967,49.56451416,0.1129031777,0,0,1,2,5,70,63.338701784
"88906",1,14,0,0,4.7419319153,0,0,0,12,0,0,0,4.7419319153
"88910",0,0,11.967735291,0.5645160675,0,0,0.2258063555,0,0,0,0,0,12.758057714
"88925",1,13,8.4677352905,0,0,0,0.2258063555,0,11,5,30,2,8.693541646
"88939",0,0,1.3548383713,0,0,0,0,0,5,0,4,2,1.3548383713
"88942",1,19,2.4838695526,0.451612711,0,0,0.2258063555,2,1,0,5,2,3.1612886191
"88944",0,0,2.25806427,0.451612711,0,0,0,0,4,3,4,4,2.709676981
"88955",1,28,5.1935462952,0,0,0,0.2258063555,0,15,5,0,3,5.4193526507
"88957",0,0,0,4.7419319153,0,7.5645141602,0,0,0,4,26,7,12.3064460755
"88961",0,0,0.451612711,0,3.7258052826,0,0.1129031777,0,0,1,12,4,4.2903211713
"88966",1,8,1.2419347763,0,0,0,0,0,0,1,0,0,1.2419347763
"88973",1,4,1.2419347763,0,0,0,0,0,0,0,0,1,1.2419347763
"88975",1,14,0.1129031777,0.7903223038,9.3709640503,0,0.1129031777,0,1,103,9,0,10.3870927095
"88986",1,23,11.06451416,19.419342041,0,0,0,0,12,6,7,18,30.483856201
"89006",1,6,0,0,0,0,6.7741928101,0,0,0,31,0,6.7741928101
"89020",0,0,10.83870697,0,0,0,0,0,21,19,15,16,10.83870697
"89034",0,0,2.5967731476,0,0,0,0,0,0,0,0,1,2.5967731476
"89037",0,0,21.56451416,2.7096767426,0,1.3548383713,0.2258063555,0,11,9,16,31,25.8548356294
"89041",0,0,0,0,3.5,0,0,0,0,15,5,0,3.5
"89043",1,12,0.5645160675,0,0,0,0,0,0,0,0,0,0.5645160675
"89044",1,4,0.2258063555,0,0,0,0,0,6,0,0,0,0.2258063555
"89057",0,0,16.14515686,2.0322570801,6.6612892151,7,3.0483856201,0,41,33,118,2,34.8870887753
"89064",1,31,6.0967712402,0.2258063555,0,0,0,0,16,4,4,0,6.3225775957
"89082",0,0,3.9516124725,6.4354820251,0,0,0,0,5,4,16,17,10.3870944976
"89117",0,0,5.9838676453,0,0,0,0,0,1,9,0,8,5.9838676453
"89127",0,0,2.8225803375,0,8.01612854,0,2.8225803375,0,0,0,29,2,13.661289215
"89131",1,22,0.451612711,3.2741928101,0,0,0,0,1,0,1,0,3.7258055211
"89137",0,0,3.2741928101,4.1774177551,0,0,0,0,1,0,12,1,7.4516105652
"89148",0,0,3.6129016876,0.2258063555,5.5322570801,0.1129031777,0,0,0,1,1,0,9.4838683009
"89157",1,48,50.806427002,0.7903223038,0,0,5.645160675,0,76,54,15,109,57.2419099808
"89164",1,43,1.9193544388,11.967735291,27.887084961,0,0.1129031777,0,55,0,42,0,41.8870778685
"89168",0,0,13.43547821,0,0,0,0,0,23,8,18,17,13.43547821
"89172",0,0,15.69354248,11.29032135,68.983825684,0.2258063555,0.2258063555,0,15,10,110,22,96.419302225
"89177",1,16,16.258056641,0.7903223038,8.9193496704,0.9032254219,0,0,163,64,77,28,26.8709540371
"89187",0,0,0,0,3.0483856201,0,0,0,23,1,0,0,3.0483856201
"89199",1,24,0.5645160675,0,0,0,0,0,0,0,0,2,0.5645160675
"89204",0,0,0,0.1129031777,14.67741394,0,0,0,68,4,1,0,14.7903171177
"89205",1,50,0,0,6.887096405,0,0,0,0,0,0,4,6.887096405
"89207",0,0,0,14.67741394,60.741912842,0.9032254219,0,0,222,0,43,0,76.3225522039
"89210",1,5,0,1.6935482025,0,0,1.01612854,0,11,11,1,0,2.7096767425
"89221",1,53,26.306442261,0,0,0,2.8225803375,0,1,0,27,7,29.1290225985
"89237",1,5,0,0,0,0,0.2258063555,0,0,0,16,0,0.2258063555
"89246",0,0,1.8064508438,0.2258063555,0,0.451612711,0,0,0,21,3,6,2.4838699103
"89248",0,0,0,0,10.61289978,0,0,0,17,0,0,0,10.61289978
"89255",0,0,0,1.9193544388,0,0.7903223038,0,0,2,2,1,3,2.7096767426
"89260",0,0,0,0,6.7741928101,0,0,0,25,0,0,0,6.7741928101
"89264",0,0,0,0,0,0,1.3548383713,0,6,0,0,0,1.3548383713
"89265",1,0,0.2258063555,0,0,0,1.129032135,0,0,0,0,0,1.3548384905
"89293",0,0,0.451612711,0,0,0,0,0,0,1,0,0,0.451612711
"89303",1,28,117.6451416,0.9032254219,5.3064498901,0.2258063555,15.91934967,0,35,100,10,39,139.9999729375
"89304",1,18,87.838684082,9.8225784302,26.53225708,0.2258063555,0,0,26,7,2,251,124.4193259477
"89319",1,7,1.6935482025,0,0,0,0,0,3,1,0,2,1.6935482025
"89329",0,0,1.129032135,0,11.06451416,0,0,0,2,7,2,3,12.193546295
"89338",1,22,24.04838562,2.8225803375,0,0,1.01612854,0,6,0,9,0,27.8870944975
"89348",1,29,209.54833984,0.451612711,0,0,5.9838676453,0,108,1462,5,3,215.9838201963
"89364",0,0,44.709655762,0.2258063555,0,0,0,0,70,109,1,0,44.9354621175
"89372",1,14,0,0,1.2419347763,0,0.2258063555,0,19,0,0,0,1.4677411318
"89375",1,34,1.3548383713,0,12.30644989,1.2419347763,0,0,54,4,17,0,14.9032230376
"89379",0,0,11.40322113,0.1129031777,0,0.3387095928,1.01612854,0,31,34,9,3,12.8709624405
"89386",0,0,1.6935482025,0,0,0,0,0,0,1,2,0,1.6935482025
"89401",0,0,0.451612711,0.1129031777,0,0,0.6774191856,0,0,0,1,2,1.2419350743
"89414",0,0,12.53225708,0,0,0,0,0,69,63,4,10,12.53225708
"89425",1,5,0,1.01612854,11.40322113,0,0,0,11,0,1,1,12.41934967
"89428",0,0,0.451612711,0,24.5,6.0967712402,0,0,0,22,0,0,31.0483839512
"89429",0,0,0,0,6.6612892151,0,0,0,0,0,0,0,6.6612892151
"89445",1,20,4.2903213501,0.9032254219,3.8387088776,1.8064508438,0,0,2,1,4,0,10.8387064934
"89449",1,12,11.741928101,0,0,1.4677410126,0,0,0,0,1,63,13.2096691136
"89453",1,17,23.822570801,4.0645141602,189.67736816,9.1451568604,8.4677352905,0,297,7,4,17,235.1773452721
"89476",0,0,25.290313721,31.5,1.3548383713,0,4.629032135,0,31,15,36,2,62.7741842273
"89492",1,13,1.6935482025,0,20.774185181,0,0,0,0,50,0,3,22.4677333835
"89499",1,15,0.1129031777,0,17.387084961,0,0,0,0,51,0,0,17.4999881387
"89507",1,10,98.112854004,0.451612711,18.967727661,0,0.2258063555,0,0,232,107,2,117.7580007315
"89517",1,45,10.5,1.3548383713,2.9354820251,0,14.11289978,0,2,24,51,97,28.9032201764
"89532",1,5,6.4354820251,0,0,0,0,0,0,52,0,0,6.4354820251
"89548",0,0,5.645160675,0,0,0,0,0,3,1,4,21,5.645160675
"89559",0,0,30.822570801,0,24.1612854,0,0,0,9,2,62,24,54.983856201
"89567",1,26,0.1129031777,0.1129031777,11.741928101,0,10.83870697,0,9,0,43,2,22.8064414264
"89594",1,15,8.3548355103,0,0,0,0,0,0,0,1,29,8.3548355103
"89598",1,18,1.3548383713,0,0,0,0,0,2,1,0,0,1.3548383713
"89625",1,50,0,15.241928101,0,3.8387088776,0,0,22,8,8,17,19.0806369786
"89635",1,19,0.7903223038,1.5806446075,71.69354248,0,0,0,1,0,60,1,74.0645093913
"89652",1,46,0.451612711,0,0,0,0,0,0,0,1,0,0.451612711
"89665",1,12,19.306442261,5.5322570801,0,0,0,0,18,14,3,0,24.8386993411
"89694",1,43,0.1129031777,0,7.2258033752,0,0,0,0,0,84,0,7.3387065529
"89701",0,0,8.3548355103,0,0,0,0.5645160675,0,19,10,2,0,8.9193515778
"89708",0,0,1.8064508438,0,10.04838562,0,0,0,26,2,1,124,11.8548364638
"89710",0,0,0.1129031777,0.451612711,0,0,0,0,0,0,0,0,0.5645158887
"89712",0,0,0.6774191856,0,0,0,4.2903213501,0,2,3,2,4,4.9677405357
"89735",1,21,3.387096405,0,0,0,0.2258063555,0,6,0,10,12,3.6129027605
"89736",1,15,0.2258063555,0,0,0,0,0,0,0,0,0,0.2258063555
"89753",0,0,34.887084961,4.51612854,0,0,0.2258063555,0,122,2,15,44,39.6290198565
"89754",0,0,2.5967731476,1.9193544388,3.9516124725,0,1.8064508438,0,18,12,1,0,10.2741909027
"89760",1,20,0,1.01612854,0,0,3.5,0,2,0,3,0,4.51612854
"89765",0,0,0.6774191856,0.2258063555,0,0,0,0,2,2,1,0,0.9032255411
"89786",1,10,4.2903213501,0,5.1935462952,0,6.7741928101,0,37,0,37,0,16.2580604554
"89814",0,0,4.51612854,2.4838695526,20.322570801,0,0,0,42,7,10,4,27.3225688936
"89833",0,0,0.5645160675,0.9032254219,0,0.5645160675,0.2258063555,0,1,100,0,99,2.2580639124
"89871",1,25,17.274185181,0.1129031777,0,0,1.9193544388,0,0,9,3,0,19.3064427975
"89875",1,18,0,2.0322570801,0,0,0.2258063555,0,0,0,0,0,2.2580634356
"89878",0,0,2.9354820251,1.5806446075,13.77419281,1.5806446075,0.5645160675,0,0,9,98,0,20.4354801176
"89890",0,0,7.5645141602,0,0,0,0,0,0,1,0,4,7.5645141602
"89899",1,21,17.838699341,9.3709640503,0,0.1129031777,0,0,0,102,41,6,27.322566569
"89903",1,26,4.0645141602,0,0,14.56451416,1.3548383713,0,1,12,15,19,19.9838666915
"89905",1,23,9.0322570801,0.451612711,33.758056641,0,0,0,64,2,0,0,43.2419264321
"89926",1,17,11.967735291,0.451612711,1.3548383713,1.01612854,0.1129031777,0,2,2,6,1,14.903218091
"89937",1,5,5.645160675,1.129032135,2.25806427,0,0,0,16,0,3,35,9.03225708
"89957",0,0,83.887084961,0,0,0,0,0,0,315,232,0,83.887084961
"89964",1,12,0.1129031777,17.1612854,15.80644989,3.7258052826,0,0,2,72,49,7,36.8064437503
"89978",0,0,3.0483856201,1.5806446075,14.56451416,0,0,0,44,3,2,1,19.1935443876
"89982",0,0,6.3225784302,0.2258063555,0,0,0,0,12,5,11,5,6.5483847857
"89985",0,0,6.6612892151,0.451612711,0,0,0,0,49,0,9,11,7.1129019261
"89994",0,0,26.19354248,2.0322570801,0,0,0.3387095928,0,3,23,0,0,28.5645091529
"89998",0,0,0.2258063555,0,0,0,0,0,0,4,0,2,0.2258063555
"90004",1,12,0,2.5967731476,0,0,0,0,0,1,0,3,2.5967731476
"90024",0,0,0.2258063555,0.1129031777,9.0322570801,0,0,0,33,0,0,0,9.3709666133
"90033",1,5,0.2258063555,1.6935482025,20.6612854,10.725799561,0,0,0,64,1,3,33.306439519
"90047",0,0,0.2258063555,0,0,0.6774191856,3.2741928101,0,5,0,0,0,4.1774183512
"90050",0,0,0.7903223038,16.709671021,0,0,0,0,10,2,2,3,17.4999933248
"90053",0,0,0.2258063555,0,0,0,0,0,0,0,0,0,0.2258063555
"90060",1,23,4.7419319153,0.6774191856,9.5967712402,0.9032254219,0,0,5,7,6,6,15.919347763
"90063",1,31,7.5645141602,0.7903223038,0,0,0,0,6,3,3,2,8.354836464
"90075",1,28,19.983856201,0,92.12902832,0.2258063555,0,0,14,417,23,22,112.3386908765
"90078",0,0,0,0,1.129032135,0,0.6774191856,0,4,12,2,1,1.8064513206
"90084",0,0,7,0,26.19354248,1.5806446075,1.6935482025,0,39,7,5,31,36.46773529
"90086",1,23,0.9032254219,4.629032135,28.67741394,0,0.451612711,0,37,3,4,4,34.6612842079
"90087",1,14,1.4677410126,0.2258063555,0,0.451612711,0,0,3,0,0,2,2.1451600791
"90107",1,31,0.1129031777,0,0,0,0,0,1,0,2,0,0.1129031777
"90116",0,0,2.3709659576,0,0,0,0,0,0,0,0,1,2.3709659576
"90126",0,0,0.451612711,0,0,0,1.3548383713,0,0,1,0,0,1.8064510823
"90129",0,0,1.9193544388,0.451612711,0,0,0,0,3,0,4,3,2.3709671498
"90138",1,2,0,0.3387095928,0,0.3387095928,2.25806427,0,2,1,2,11,2.9354834556
"90145",1,46,2.4838695526,0,21.903213501,0,1.129032135,1,3,182,3,12,25.5161151886
"90151",0,0,55.774169922,0.2258063555,0,0,0,0,57,1,56,55,55.9999762775
"90153",1,13,0.3387095928,0,0,0.5645160675,0,0,0,0,0,0,0.9032256603
"90165",0,0,0.1129031777,0.7903223038,74.177368164,0,3.2741928101,0,3,300,3,75,78.3547864556
"90170",1,5,1.6935482025,0,6.6612892151,0,1.5806446075,0,8,15,5,4,9.9354820251
"90171",1,9,81.516113281,4.0645141602,2.8225803375,0.7903223038,0.5645160675,0,11,75,45,3,89.75804615
"90177",1,15,0,0.9032254219,0,0,0,0,2,22,0,2,0.9032254219
"90181",1,2,61.419342041,0,2.5967731476,0,0,0,22,62,5,54,64.0161151886
"90182",0,0,14.56451416,0,51.145141602,0.1129031777,0.5645160675,0,0,1,111,125,66.3870750072
"90187",0,0,0.2258063555,1.3548383713,0,0,0.1129031777,0,3,0,2,18,1.6935479045
"90202",0,0,15.241928101,0,0,0,0.2258063555,0,9,0,5,9,15.4677344565
"90205",0,0,34.6612854,0,0,0,0.5645160675,0,6,7,5,2,35.2258014675
"90215",1,2,11.967735291,0,9.9354782104,0,0,0,7,58,0,0,21.9032135014
"90223",1,23,7,0,9.0322570801,0,1.129032135,0,37,27,89,166,17.1612892151
"90238",1,24,3.7258052826,0,0,0,20.209671021,12,6,19,21,5,23.9354763036
"90242",0,0,0,0,0.451612711,0,0,0,0,0,0,0,0.451612711
"90244",1,29,39.62902832,0,0,0,0,3,0,4,1,71,39.62902832
"90261",1,29,31.04838562,4.1774177551,0,0,0.3387095928,0,6,9,75,7,35.5645129679
"90263",1,49,0,1.8064508438,0.451612711,0,0,0,2,2,38,1,2.2580635548
"90269",1,45,0,1.129032135,13.09677124,0,0,0,40,1,1,1,14.225803375
"90283",0,0,34.6612854,0,5.5322570801,0.1129031777,1.129032135,0,0,58,2,0,41.4354777928
"90291",0,0,0.451612711,2.4838695526,0,0,1.8064508438,0,2,10,6,0,4.7419331074
"90309",1,51,2.3709659576,0,0,0,0,0,3,5,0,0,2.3709659576
"90313",0,0,0.2258063555,0,0,0,0,0,0,0,0,0,0.2258063555
"90318",1,56,95.62902832,0.451612711,0,22.919342041,0,0,58,65,3,82,118.999983072
"90319",1,23,13.32257843,0,0,0,0,0,28,0,163,14,13.32257843
"90328",0,0,1.2419347763,0,0,0,0,0,2,0,5,0,1.2419347763
"90335",1,25,0.451612711,2.25806427,0,0,0,0,1,3,0,2,2.709676981
"90362",1,5,2.3709659576,12.41934967,3.0483856201,0,0.3387095928,0,20,0,43,0,18.1774108405
"90376",0,0,1.4677410126,0,0,0,0,0,0,0,0,1,1.4677410126
"90389",1,22,0,0,2.25806427,0,0,0,0,0,3,0,2.25806427
"90395",0,0,1.01612854,0.6774191856,0,0,5.645160675,0,10,3,32,1,7.3387084006
"90421",1,23,0,1.9193544388,0,0,0,0,4,0,4,0,1.9193544388
"90426",0,0,0.6774191856,0.6774191856,0,0,1.129032135,0,0,5,2,5,2.4838705062
"90430",1,33,5.75806427,0.451612711,0,0,0,0,2,4,5,1,6.209676981
"90439",0,0,2.7096767426,0,0,0,0,0,4,1,1,0,2.7096767426
"90442",1,18,0.5645160675,0,0,0,1.01612854,0,0,0,0,0,1.5806446075
"90466",1,32,3.5,7.3387069702,12.75806427,1.4677410126,8.8064498901,0,12,50,71,176,33.8709621429
"90471",1,56,0.2258063555,0,0,0,0,0,0,0,0,0,0.2258063555
"90474",0,0,0.2258063555,0,0,6.887096405,0,0,0,0,0,0,7.1129027605
"90475",0,0,0.2258063555,20.435470581,2.0322570801,0,3.1612892151,0,2,15,9,0,25.8548232317
"90478",0,0,0.6774191856,0,0,0,0,0,1,15,0,2,0.6774191856
"90480",0,0,0,0,0,0,0.451612711,0,0,15,0,2,0.451612711
"90485",1,25,1.01612854,0,0,0,1.8064508438,0,1,8,7,1,2.8225793838
"90486",1,43,0,0.451612711,10.1612854,0.1129031777,5.645160675,0,11,1,31,1,16.3709619637
"90519",1,27,0,1.5806446075,5.3064498901,0,0.2258063555,0,2,16,4,0,7.1129008531
"90520",1,25,0.451612711,0.5645160675,0,0.2258063555,1.3548383713,0,0,0,11,21,2.5967735053
"90521",1,6,0,0.451612711,0,0,1.8064508438,0,0,9,0,9,2.2580635548
"90549",1,26,9.1451568604,0.1129031777,0,0,2.0322570801,0,8,19,13,4,11.2903171182
"90551",0,0,16.935470581,0.5645160675,0,0,3.9516124725,0,0,0,9,0,21.451599121
"90556",0,0,1.01612854,0,0,0,1.3548383713,0,0,0,0,11,2.3709669113
"90570",0,0,0.7903223038,0,0,0.2258063555,0,0,2,4,0,0,1.0161286593
"90589",1,3,0,5.3064498901,62.6612854,0,1.3548383713,0,2,3,174,2,69.3225736614
"90590",1,8,31.5,0,6.0967712402,0,0,0,2,0,20,84,37.5967712402
"90596",1,46,0.1129031777,0.2258063555,0,0.451612711,0,0,0,3,0,2,0.7903222442
"90608",1,17,7.7903213501,0,2.0322570801,0,0.2258063555,0,37,20,3,1,10.0483847857
"90623",1,20,0.7903223038,0,0,0,0,1,0,0,0,0,0.7903223038
"90631",0,0,0,0,64.580627441,0,3.387096405,0,43,161,0,4,67.967723846
"90632",0,0,22.69354248,0,0,0,0.2258063555,0,1,12,5,1,22.9193488355
"90649",0,0,23.14515686,2.145160675,33.983856201,4.2903213501,0,0,0,0,0,0,63.5644950861
"90681",1,16,3.1612892151,0,7.5645141602,0,0,0,0,56,7,0,10.7258033753
